Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational Option Type","NSLP Provision Status","Charter School (Y/N)","Charter School Number","Charter Funding Type",IRC,Low Grade,High Grade,"Enrollment (K-12)","Free Meal Count (K-12)","Percent (%) Eligible Free (K-12)","FRPM Count (K-12)","Percent (%) Eligible FRPM (K-12)","Enrollment (Ages 5-17)","Free Meal Count (Ages 5-17)","Percent (%) Eligible Free (Ages 5-17)","FRPM Count (Ages 5-17)","Percent (%) Eligible FRPM (Ages 5-17)","2013-14 CALPADS Fall 1 Certification Status"
2014-2015,19,64733,6017156,Los Angeles,Los Angeles Unified,Forty-Second Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,251.0,220.0,0.8764940239043825,220.0,0.8764940239043825,246.0,216.0,0.8780487804878049,216.0,0.8780487804878049,Y
2014-2015,19,64733,6017164,Los Angeles,Los Angeles Unified,Fourth Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,945.0,826.0,0.8740740740740741,838.0,0.8867724867724868,926.0,815.0,0.8801295896328294,827.0,0.8930885529157667,Y
2014-2015,19,64733,6017172,Los Angeles,Los Angeles Unified,Franklin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,524.0,119.0,0.22709923664122136,152.0,0.2900763358778626,517.0,118.0,0.22823984526112184,150.0,0.2901353965183752,Y
2014-2015,19,64733,6017180,Los Angeles,Los Angeles Unified,Fries Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,527.0,397.0,0.7533206831119544,432.0,0.8197343453510436,516.0,386.0,0.748062015503876,421.0,0.8158914728682171,Y
2014-2015,19,64733,6017198,Los Angeles,Los Angeles Unified,Fullbright Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,491.0,422.0,0.8594704684317719,434.0,0.8839103869653768,482.0,416.0,0.8630705394190872,428.0,0.8879668049792531,Y
2014-2015,19,64733,6017206,Los Angeles,Los Angeles Unified,Garden Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,454.0,382.0,0.8414096916299559,391.0,0.8612334801762115,438.0,368.0,0.8401826484018264,377.0,0.860730593607306,Y
2014-2015,19,64733,6017214,Los Angeles,Los Angeles Unified,Gardena Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,559.0,428.0,0.7656529516994633,462.0,0.8264758497316637,532.0,407.0,0.7650375939849624,441.0,0.8289473684210527,Y
2014-2015,19,64733,6017222,Los Angeles,Los Angeles Unified,Gardner Street Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,452.0,208.0,0.46017699115044247,248.0,0.5486725663716814,445.0,204.0,0.4584269662921348,244.0,0.5483146067415731,Y
2014-2015,19,64733,6017230,Los Angeles,Los Angeles Unified,Garvanza Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,392.0,347.0,0.8852040816326531,355.0,0.9056122448979592,380.0,337.0,0.8868421052631579,344.0,0.9052631578947369,Y
2014-2015,19,64733,6017248,Los Angeles,Los Angeles Unified,Gates Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,706.0,616.0,0.8725212464589235,633.0,0.896600566572238,683.0,594.0,0.8696925329428989,611.0,0.8945827232796486,Y
2014-2015,19,64733,6017255,Los Angeles,Los Angeles Unified,Gault Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,401.0,318.0,0.7930174563591023,327.0,0.8154613466334164,388.0,310.0,0.7989690721649485,318.0,0.8195876288659794,Y
2014-2015,19,64733,6017263,Los Angeles,Los Angeles Unified,Germain Academy For Academic Achievement,Unified School District,Elementary Schools (Public),Traditional,,Y,1467,Locally funded,N,K,5,526.0,216.0,0.41064638783269963,247.0,0.4695817490494297,517.0,213.0,0.4119922630560928,243.0,0.4700193423597679,Y
2014-2015,19,64733,6017271,Los Angeles,Los Angeles Unified,Glassell Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,452.0,364.0,0.8053097345132744,391.0,0.8650442477876106,441.0,357.0,0.8095238095238095,382.0,0.8662131519274376,Y
2014-2015,19,64733,6017289,Los Angeles,Los Angeles Unified,Gledhill Street Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,510.0,268.0,0.5254901960784314,342.0,0.6705882352941176,501.0,261.0,0.5209580838323353,334.0,0.6666666666666666,Y
2014-2015,19,64733,6017297,Los Angeles,Los Angeles Unified,Glen Alta Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,8,203.0,165.0,0.812807881773399,187.0,0.9211822660098522,199.0,162.0,0.8140703517587939,184.0,0.9246231155778895,Y
2014-2015,19,64733,6017305,Los Angeles,Los Angeles Unified,Glenfeliz Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,340.0,189.0,0.5558823529411765,217.0,0.638235294117647,335.0,186.0,0.5552238805970149,214.0,0.6388059701492538,Y
2014-2015,19,64733,6017313,Los Angeles,Los Angeles Unified,Glenwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,436.0,399.0,0.9151376146788991,403.0,0.9243119266055045,427.0,390.0,0.9133489461358314,394.0,0.9227166276346604,Y
2014-2015,19,64733,6017321,Los Angeles,Los Angeles Unified,Graham Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,810.0,740.0,0.9135802469135802,749.0,0.9246913580246914,784.0,720.0,0.9183673469387755,729.0,0.9298469387755102,Y
2014-2015,19,64733,6017339,Los Angeles,Los Angeles Unified,Granada Community Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,1583,Locally funded,N,K,5,452.0,235.0,0.5199115044247787,307.0,0.6792035398230089,438.0,232.0,0.5296803652968036,302.0,0.6894977168949772,Y
2014-2015,19,64733,6017347,Los Angeles,Los Angeles Unified,Grand View Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,642.0,381.0,0.5934579439252337,420.0,0.6542056074766355,614.0,365.0,0.5944625407166124,404.0,0.6579804560260586,Y
2014-2015,19,64733,6017354,Los Angeles,Los Angeles Unified,Grant Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,586.0,433.0,0.7389078498293515,466.0,0.7952218430034129,578.0,427.0,0.7387543252595156,460.0,0.7958477508650519,Y
2014-2015,19,64733,6017362,Los Angeles,Los Angeles Unified,Grape Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,664.0,632.0,0.9518072289156626,636.0,0.9578313253012049,643.0,617.0,0.9595645412130638,620.0,0.9642301710730948,Y
2014-2015,19,64733,6017388,Los Angeles,Los Angeles Unified,Gridley Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,657.0,558.0,0.8493150684931506,574.0,0.8736681887366818,647.0,550.0,0.8500772797527048,566.0,0.874806800618238,Y
2014-2015,19,64733,6017396,Los Angeles,Los Angeles Unified,Griffin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,552.0,448.0,0.8115942028985508,492.0,0.8913043478260869,536.0,438.0,0.8171641791044776,481.0,0.8973880597014925,Y
2014-2015,19,64733,6017404,Los Angeles,Los Angeles Unified,Gulf Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,834.0,769.0,0.9220623501199041,786.0,0.9424460431654677,819.0,754.0,0.9206349206349206,771.0,0.9413919413919414,Y
2014-2015,19,64733,6017412,Los Angeles,Los Angeles Unified,Haddon Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,795.0,711.0,0.8943396226415095,730.0,0.9182389937106918,777.0,696.0,0.8957528957528957,715.0,0.9202059202059202,Y
2014-2015,19,64733,6017420,Los Angeles,Los Angeles Unified,Halldale Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,542.0,373.0,0.6881918819188192,420.0,0.7749077490774908,533.0,366.0,0.6866791744840526,413.0,0.774859287054409,Y
2014-2015,19,64733,6017438,Los Angeles,Los Angeles Unified,Hamlin Charter Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,1472,Locally funded,N,K,5,475.0,154.0,0.32421052631578945,188.0,0.3957894736842105,463.0,151.0,0.326133909287257,184.0,0.39740820734341253,Y
2014-2015,19,64733,6017446,Los Angeles,Los Angeles Unified,William R. Anton Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,821.0,731.0,0.8903775883069428,740.0,0.9013398294762485,797.0,710.0,0.890840652446675,719.0,0.9021329987452948,Y
2014-2015,19,64733,6017453,Los Angeles,Los Angeles Unified,Hancock Park Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,838.0,102.0,0.12171837708830549,137.0,0.16348448687350836,817.0,102.0,0.12484700122399021,136.0,0.1664626682986536,Y
2014-2015,19,64733,6017461,Los Angeles,Los Angeles Unified,Harbor City Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,638.0,521.0,0.8166144200626959,536.0,0.8401253918495298,619.0,510.0,0.8239095315024233,524.0,0.8465266558966075,Y
2014-2015,19,64733,6017479,Los Angeles,Los Angeles Unified,Harding Street Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,449.0,259.0,0.576837416481069,308.0,0.6859688195991092,442.0,255.0,0.5769230769230769,303.0,0.6855203619909502,Y
2014-2015,19,64733,6017487,Los Angeles,Los Angeles Unified,Harrison Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,516.0,434.0,0.8410852713178295,471.0,0.9127906976744186,507.0,427.0,0.8422090729783037,464.0,0.9151873767258383,Y
2014-2015,19,64733,6017495,Los Angeles,Los Angeles Unified,Hart Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,833.0,782.0,0.9387755102040817,794.0,0.9531812725090036,804.0,756.0,0.9402985074626866,768.0,0.9552238805970149,Y
2014-2015,19,64733,6017503,Los Angeles,Los Angeles Unified,Haskell Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,587.0,330.0,0.5621805792163543,406.0,0.6916524701873935,583.0,328.0,0.5626072041166381,402.0,0.6895368782161235,Y
2014-2015,19,64733,6017511,Los Angeles,Los Angeles Unified,Hawaiian Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,668.0,622.0,0.9311377245508982,636.0,0.9520958083832335,649.0,605.0,0.9322033898305084,619.0,0.9537750385208013,Y
2014-2015,19,64733,6017529,Los Angeles,Los Angeles Unified,Haynes Charter For Enriched Studies,Unified School District,Elementary Schools (Public),Traditional,,Y,1470,Locally funded,N,K,5,413.0,53.0,0.12832929782082325,69.0,0.16707021791767554,405.0,53.0,0.1308641975308642,68.0,0.16790123456790124,Y
2014-2015,19,64733,6017537,Los Angeles,Los Angeles Unified,Hazeltine Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,755.0,687.0,0.909933774834437,692.0,0.9165562913907285,736.0,669.0,0.9089673913043478,674.0,0.9157608695652174,Y
2014-2015,19,64733,6017545,Los Angeles,Los Angeles Unified,Heliotrope Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,729.0,587.0,0.8052126200274349,668.0,0.9163237311385459,715.0,577.0,0.806993006993007,656.0,0.9174825174825175,Y
2014-2015,19,64733,6017552,Los Angeles,Los Angeles Unified,Herrick Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,581.0,514.0,0.8846815834767642,529.0,0.9104991394148021,564.0,501.0,0.8882978723404256,515.0,0.9131205673758865,Y
2014-2015,19,64733,6017586,Los Angeles,Los Angeles Unified,Hillcrest Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,717.0,578.0,0.806136680613668,583.0,0.8131101813110181,696.0,565.0,0.8117816091954023,570.0,0.8189655172413793,Y
2014-2015,19,64733,6017594,Los Angeles,Los Angeles Unified,Hillside Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,274.0,253.0,0.9233576642335767,257.0,0.9379562043795621,266.0,247.0,0.9285714285714286,250.0,0.9398496240601504,Y
2014-2015,19,64733,6017602,Los Angeles,Los Angeles Unified,Hobart Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,699.0,587.0,0.8397711015736766,626.0,0.8955650929899857,688.0,576.0,0.8372093023255814,615.0,0.8938953488372093,Y
2014-2015,19,64733,6017610,Los Angeles,Los Angeles Unified,Holmes Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,320.0,300.0,0.9375,300.0,0.9375,316.0,296.0,0.9367088607594937,296.0,0.9367088607594937,Y
2014-2015,19,64733,6017628,Los Angeles,Los Angeles Unified,Hooper Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,1,5,975.0,933.0,0.9569230769230769,938.0,0.9620512820512821,975.0,933.0,0.9569230769230769,938.0,0.9620512820512821,Y
2014-2015,19,64733,6017636,Los Angeles,Los Angeles Unified,Hoover Street Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,806.0,769.0,0.9540942928039702,772.0,0.9578163771712159,785.0,749.0,0.954140127388535,752.0,0.9579617834394905,Y
2014-2015,19,64733,6017644,Los Angeles,Los Angeles Unified,Hubbard Street Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,706.0,416.0,0.5892351274787535,497.0,0.7039660056657224,688.0,408.0,0.5930232558139535,485.0,0.7049418604651163,Y
2014-2015,19,64733,6017651,Los Angeles,Los Angeles Unified,Humphreys Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,772.0,687.0,0.8898963730569949,704.0,0.9119170984455959,754.0,674.0,0.8938992042440318,689.0,0.9137931034482759,Y
2014-2015,19,64733,6017669,Los Angeles,Los Angeles Unified,Huntington Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,451.0,342.0,0.7583148558758315,370.0,0.8203991130820399,446.0,338.0,0.757847533632287,366.0,0.820627802690583,Y
2014-2015,19,64733,6017677,Los Angeles,Los Angeles Unified,YES Academy,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,626.0,552.0,0.8817891373801917,553.0,0.8833865814696485,608.0,536.0,0.881578947368421,537.0,0.8832236842105263,Y
2014-2015,19,64733,6017685,Los Angeles,Los Angeles Unified,Ivanhoe Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,460.0,33.0,0.07173913043478261,46.0,0.1,457.0,32.0,0.0700218818380744,45.0,0.09846827133479212,Y
2014-2015,19,64733,6017693,Los Angeles,Los Angeles Unified,Justice Street Academy Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,1487,Locally funded,N,K,5,408.0,97.0,0.23774509803921567,126.0,0.3088235294117647,397.0,94.0,0.2367758186397985,122.0,0.30730478589420657,Y
2014-2015,19,64733,6017701,Los Angeles,Los Angeles Unified,Kenter Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,,Y,0227,Locally funded,N,K,5,538.0,27.0,0.05018587360594796,28.0,0.05204460966542751,531.0,27.0,0.05084745762711865,28.0,0.05273069679849341,Y
2014-2015,19,64733,6017719,Los Angeles,Los Angeles Unified,Kentwood Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,381.0,78.0,0.2047244094488189,99.0,0.25984251968503935,375.0,76.0,0.20266666666666666,97.0,0.25866666666666666,Y
